tab delimited	er_locations
er_location_name	er_location_alternatives	location_type	location_begin_lat	location_begin_lon	location_end_lat	location_end_lon	continent_ocean	region	plate_block	tectonic_setting	er_citation_names
McMurdo	Mt Erebus Volcanic Province : McMurdo Sound	Outcrop	-77	160	-79	170	Antarctica	Antarctic Plate	Antarctic Plate	Continental Volcanics	This study
>>>>>>>>>>
tab delimited	er_sites
er_site_name	er_location_name	site_definition	site_class	site_lithology	site_type	site_lat	site_lon	er_citation_names
mc200	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.54995	166.16148	This study
mc201	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.56284	166.21958	This study
mc202	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.65674	166.36424	This study
mc203	McMurdo	s	Igneous : Intrusive	Basalt	Volcanic Dike	-77.5807	166.25055	This study
mc204	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.6402	166.40836	This study
mc205	McMurdo	s	Igneous : Intrusive	Basalt	Volcanic Dike	-77.65666	166.72515	This study
mc206	McMurdo	s	Igneous : Intrusive	Basalt	Volcanic Dome	-77.66665	166.78033	This study
mc207	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.67871	166.5173	This study
mc208	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.66786	166.53186	This study
mc209	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.68544	166.36812	This study
mc210	McMurdo	s	Igneous : Intrusive	Phonolite	Volcanic Dike	-77.69125	166.3743	This study
mc211	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.66147	166.3397	This study
mc212	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.56505	166.35938	This study
mc213	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.22331	166.42877	This study
mc214	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.22355	166.4294	This study
mc215	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.4773	166.89491	This study
mc216	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.42391	166.81075	This study
mc217	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.50885	167.44064	This study
mc218	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.56218	166.97756	This study
mc219	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.84783	166.67453	This study
mc220	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.45702	166.91009	This study
mc221	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.5161	166.79804	This study
mc222	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.53893	166.84845	This study
mc223	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.65831	166.7863	This study
mc224	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.53046	166.8839	This study
mc225	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.58053	166.80156	This study
mc226	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.61355	166.76571	This study
mc227	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.27064	166.73278	This study
mc228	McMurdo	s	Igneous : Extrusive	Trachyte	Lava Flow	-77.2669	166.37738	This study
mc229	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.48281	167.15435	This study
>>>>>>>>>>
tab delimited	er_samples
er_sample_name	er_location_name	er_site_name	sample_class	sample_lithology	sample_type	sample_lat	sample_lon	sample_date	sample_orientation_flag	sample_azimuth	sample_dip	sample_bed_dip_direction	sample_bed_dip	magic_method_codes	er_citation_names
	McMurdo			mc219	mc219e	mc219e1				mc219e1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	32	2007:09:18:13:40:00.00	SAN						4					823				0				0.00003				0	90						273							-87.4	250.9		0.000109										0.2						pmagpy-2.155	LT-PTRM-I : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc219	mc219e	mc219e1				mc219e1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	33	2007:09:19:09:15:00.00	SAN						4					873				0				0.00003				0	90						273							-88.9	200.8		0.0001101										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220a	mc220a1				mc220a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	1	2007:09:04:08:18:00.00	SAN						4					273				0				0				0	0						273							-7.3	8.6		0.0000675										0.3						pmagpy-2.155	LT-NO : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220a	mc220a1				mc220a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	2	2007:09:04:11:06:00.00	SAN						4					373				0				0				0	0						273							-6.8	6.5		0.00006689										0.2						pmagpy-2.155	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220a	mc220a1				mc220a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	3	2007:09:04:12:40:00.00	SAN						4					373				0				0.00003				0	90						273							-7.4	6.3		0.00006693										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220a	mc220a1				mc220a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	4	2007:09:05:08:36:00.00	SAN						4					373				0				0				0	90						273							-8.2	6.8		0.0000669										0.3						pmagpy-2.155	LT-PTRM-MD : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220a	mc220a1				mc220a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	5	2007:09:05:10:46:00.00	SAN						4					473				0				0.00003				0	90						273							-9.5	6.4		0.00006544										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220a	mc220a1				mc220a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	6	2007:09:05:12:44:00.00	SAN						4					473				0				0				0	0						273							-8	6.1		0.00006512										0.2						pmagpy-2.155	LT-T-Z : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220a	mc220a1				mc220a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	7	2007:09:06:10:27:00.00	SAN						4					573				0				0				0	0						273							-9.2	6.4		0.00006114										0.3						pmagpy-2.155	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220a	mc220a1				mc220a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	8	2007:09:06:11:44:00.00	SAN						4					373				0				0.00003				0	90						273							-9.8	5.9		0.00006103										0.2						pmagpy-2.155	LT-PTRM-I : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220a	mc220a1				mc220a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	9	2007:09:06:13:23:00.00	SAN						4					573				0				0.00003				0	90						273							-10.7	6.5		0.00006106										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220a	mc220a1				mc220a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	10	2007:09:07:09:03:00.00	SAN						4					573				0				0				0	90						273							-9	5.6		0.00006038										0.3						pmagpy-2.155	LT-PTRM-MD : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220a	mc220a1				mc220a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	11	2007:09:07:10:44:00.00	SAN						4					623				0				0.00003				0	90						273							-12.4	6.6		0.00005815										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220a	mc220a1				mc220a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	12	2007:09:07:12:28:00.00	SAN						4					623				0				0				0	0						273							-9.5	5.8		0.00005699										0.3						pmagpy-2.155	LT-T-Z : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220a	mc220a1				mc220a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	13	2007:09:10:09:17:00.00	SAN						4					673				0				0				0	0						273							-9.9	6		0.00005278										0.2						pmagpy-2.155	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220a	mc220a1				mc220a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	14	2007:09:10:12:32:00.00	SAN						4					573				0				0.00003				0	90						273							-11.9	5.3		0.0000524										0.3						pmagpy-2.155	LT-PTRM-I : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220a	mc220a1				mc220a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	15	2007:09:10:14:18:00.00	SAN						4					673				0				0.00003				0	90						273							-13.8	5.4		0.00005232										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220a	mc220a1				mc220a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	16	2007:09:11:09:09:00.00	SAN						4					673				0				0				0	90						273							-10.4	6.3		0.00005092										0.3						pmagpy-2.155	LT-PTRM-MD : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220a	mc220a1				mc220a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	17	2007:09:11:10:59:00.00	SAN						4					723				0				0.00003				0	90						273							-18.1	6.2		0.00004826										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220a	mc220a1				mc220a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	18	2007:09:11:12:46:00.00	SAN						4					723				0				0				0	0						273							-11	7.3		0.0000457										0.3						pmagpy-2.155	LT-T-Z : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220a	mc220a1				mc220a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	19	2007:09:11:14:43:00.00	SAN						4					773				0				0				0	0						273							-9	5.7		0.00003732										0.3						pmagpy-2.155	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220a	mc220a1				mc220a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	20	2007:09:12:09:56:00.00	SAN						4					673				0				0.00003				0	90						273							-16.9	6.3		0.00003845										0.3						pmagpy-2.155	LT-PTRM-I : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220a	mc220a1				mc220a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	21	2007:09:12:13:09:00.00	SAN						4					773				0				0.00003				0	90						273							-25.1	6.7		0.00003888										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220a	mc220a1				mc220a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	22	2007:09:13:09:53:00.00	SAN						4					773				0				0				0	90						273							-11.1	5.6		0.00003435										0.4						pmagpy-2.155	LT-PTRM-MD : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220a	mc220a1				mc220a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	23	2007:09:13:11:46:00.00	SAN						4					798				0				0.00003				0	90						273							-39.1	4.4		0.00003326										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220a	mc220a1				mc220a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	24	2007:09:13:14:45:00.00	SAN						4					798				0				0				0	0						273							-13.3	5.7		0.0000251										0.3						pmagpy-2.155	LT-T-Z : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220a	mc220a1				mc220a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	25	2007:09:14:09:12:00.00	SAN						4					823				0				0				0	0						273							-11	5.2		0.00001051										0.3						pmagpy-2.155	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220a	mc220a1				mc220a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	26	2007:09:14:10:58:00.00	SAN						4					773				0				0.00003				0	90						273							-53.4	8.1		0.00001714										0.3						pmagpy-2.155	LT-PTRM-I : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220a	mc220a1				mc220a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	27	2007:09:14:13:28:00.00	SAN						4					823				0				0.00003				0	90						273							-71.6	10.6		0.00003295										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220a	mc220a1				mc220a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	28	2007:09:17:09:12:00.00	SAN						4					823				0				0				0	90						273							-14	5.4		0.000008882										0.3						pmagpy-2.155	LT-PTRM-MD : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220a	mc220a1				mc220a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	29	2007:09:17:11:07:00.00	SAN						4					848				0				0.00003				0	90						273							-85.3	354.3		0.00003546										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220a	mc220a1				mc220a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	30	2007:09:17:12:54:00.00	SAN						4					848				0				0				0	0						273							-16.6	5.4		0.000002666										0.2						pmagpy-2.155	LT-T-Z : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220a	mc220a1				mc220a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	31	2007:09:18:09:10:00.00	SAN						4					873				0				0				0	0						273							-15.3	5.1		0.000001784										0.2						pmagpy-2.155	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220a	mc220a1				mc220a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	32	2007:09:18:11:09:00.00	SAN						4					823				0				0.00003				0	90						273							-85.9	8.6		0.00003321										0.3						pmagpy-2.155	LT-PTRM-I : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220a	mc220a1				mc220a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	33	2007:09:18:13:11:00.00	SAN						4					873				0				0.00003				0	90						273							-87.3	4.3		0.00003657										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220b	mc220b1				mc220b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	1	2007:08:10:12:56:00.00	SAN						4					273				0				0				0	0						273							-8.6	4.4		0.00007859										0.2						pmagpy-2.155	LT-NO : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220b	mc220b1				mc220b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	2	2007:08:13:09:36:00.00	SAN						4					373				0				0				0	0						273							-8.3	5.1		0.00007794										0.2						pmagpy-2.155	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220b	mc220b1				mc220b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	3	2007:08:14:08:51:00.00	SAN						4					373				0				0.00003				0	90						273							-8.9	5.4		0.00007797										0.2						pmagpy-2.155	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220b	mc220b1				mc220b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	4	2007:08:14:11:40:00.00	SAN						4					373				0				0				0	90						273							-8.5	5.9		0.00007784										0.2						pmagpy-2.155	LT-PTRM-MD : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220b	mc220b1				mc220b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	5	2007:08:14:13:41:00.00	SAN						4					473				0				0.00003				0	90						273							-9.7	6.9		0.00007631										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220b	mc220b1				mc220b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	6	2007:08:15:09:26:00.00	SAN						4					473				0				0				0	0						273							-8.2	7.7		0.00007598										0.3						pmagpy-2.155	LT-T-Z : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220b	mc220b1				mc220b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	7	2007:08:15:11:15:00.00	SAN						4					573				0				0				0	0						273							-8.6	6.7		0.00007201										0.3						pmagpy-2.155	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220b	mc220b1				mc220b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	8	2007:08:15:12:54:00.00	SAN						4					373				0				0.00003				0	90						273							-8.6	6.1		0.0000721										0.2						pmagpy-2.155	LT-PTRM-I : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220b	mc220b1				mc220b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	9	2007:08:15:14:38:00.00	SAN						4					573				0				0.00003				0	90						273							-10.7	5.8		0.00007187										0.2						pmagpy-2.155	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220b	mc220b1				mc220b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	10	2007:08:16:09:29:00.00	SAN						4					573				0				0				0	90						273							-7.9	5.7		0.0000713										0.2						pmagpy-2.155	LT-PTRM-MD : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220b	mc220b1				mc220b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	11	2007:08:16:11:28:00.00	SAN						4					623				0				0.00003				0	90						273							-11.1	6.1		0.00006893										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220b	mc220b1				mc220b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	12	2007:08:16:13:34:00.00	SAN						4					623				0				0				0	0						273							-8.5	6.3		0.00006757										0.3						pmagpy-2.155	LT-T-Z : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220b	mc220b1				mc220b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	13	2007:08:17:09:20:00.00	SAN						4					673				0				0				0	0						273							-7.8	7.4		0.0000631										0.3						pmagpy-2.155	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220b	mc220b1				mc220b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	14	2007:08:17:11:27:00.00	SAN						4					573				0				0.00003				0	90						273							-10.1	7		0.00006356										0.3						pmagpy-2.155	LT-PTRM-I : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220b	mc220b1				mc220b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	15	2007:08:17:13:39:00.00	SAN						4					673				0				0.00003				0	90						273							-13.2	5.9		0.00006321										0.3						pmagpy-2.155	LT-T-I : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220b	mc220b1				mc220b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	16	2007:08:20:09:03:00.00	SAN						4					673				0				0				0	90						273							-9.7	5.1		0.00006159										0.2						pmagpy-2.155	LT-PTRM-MD : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220b	mc220b1				mc220b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	17	2007:08:20:11:04:00.00	SAN						4					723				0				0.00003				0	90						273							-17.6	6.4		0.00005801										0.2						pmagpy-2.155	LT-T-I : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220b	mc220b1				mc220b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	18	2007:08:20:12:59:00.00	SAN						4					723				0				0				0	0						273							-9.8	7.2		0.0000555										0.3						pmagpy-2.155	LT-T-Z : LP-PI-TRM-IZ : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220b	mc220b1				mc220b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	19	2007:08:20:14:55:00.00	SAN						4					773				0				0				0	0						273							-8.7	7.1		0.00004595										0.3						pmagpy-2.155	LT-T-Z : LP-PI-TRM-ZI : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
	McMurdo			mc220	mc220b	mc220b1				mc220b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI	g	u	20	2007:08:21:09:03:00.00	SAN						4					673				0				0.00003				0	90						273							-16	8.2		0.00004707										0.3						pmagpy-2.155	LT-PTRM-I : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI			This study
